Knockdown (Log10 of M41 HMFF/N99mode HMFF)	HMFF	Model	exer 01	exer 02	exer 03	exer 04	exer 05	exer 06	exer 07	exer 08	exer 09	exer 10	exer 11	exer 12	Notes	Tester	Test Date	MJA(cm) Max Jaw Amplitude	DeclaredProtocol	Acode	NON-3NF - LegacyCerts	NON-3NF - AttachmentType (non normalized, this should go in model table)
1.5	31.4	Sperian P1130 ML P100	519	139	102	65	135	21	35	197	288	9.8	9.1	23		Tester_FTTP_AM	2023_06_19		Crash	1	P100	H
1	9.7	Stealth Clarity N99	20	18	14	10	11	12	9.2	7.8	7.5	11	7.3	5.2		Tester_FTTP_AM	2023_06_14		Crash	1	N99	H
0.5	2.9	Stealth Clarity N99	160	53	37	3.4	3.5	3.7	1.6	1.6	2.1	1.6	2.1	2.4		Tester_FTTP_AM	2023_06_16		Crash	1	N99	H
2.2	147.3	SYNCED TEST - Drager 1930small, lightly used EXPOSURE REDUCTION	145	172	160	152	149	132	140	136						Tester_FTTP_AM	2023_05_05		Crash	1	FFP3	H
2	102	SYNCED TEST - Drager1930small, mask116 EXPOSURE REDUCTION	152	115	87	140	44	121	122	110	138	107	119	96		Tester_FTTP_AM	2023_05_05		Crash	1	FFP3	H
0.5	3.5	Technisat ffp2 black	4.9	5.9	2.9	4.4	3.7	2	2.1	4	4.2	3.9	4	4.2		Tester_FTTP_AM	2023_02_26		Crash	1	FFP2	E
0.5	3.1	Tia BOTN	4.7	3	2.5	2.5	2.5	3.2	4	3.8	2.5	3.7	4.6	2.8		Tester_FTTP_AM	2023_01_13		CrashUM	1		E
0.5	3	Tia BOTN	2.3	2.4	2.8	2.4	2.6	2.8	4.5	3.7	3.8	3.9	3.6	3.4		Tester_FTTP_AM			CrashUM	1		E
0.1	1.2	Totobobo starter package default	1.8	1.2	1.2	1.4	1	1.3	1.1	1.1	1.1	1.1	1.1	1.1	default as arrives	Tester_FTTP_AM	2023_06_19		Crash	1		E
1.7	55.6	Trident RTCFFP2 S	67	54	52	61	48								Regular strap position, new	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	P2	H
2.4	259.8	Trident RTCFFP2 S	275	201	230	261	253	331	233	263	217	318	311	298		Tester_0024_AM	2023_10_30	2.5	Crash2.5	1	P2	H
2.1	125	Trident RTCFFP2 S	284	213	195	21	226	225	272	207	214	202	250	246		Tester_0024_AM	2023_10_30	2.5	Crash2.5	1	P2	H
1.9	82.5	Trident RTCFFP2 S	49	43	224	197	135									Tester_CA_9M_D	2023_10_10		CrashUMshort	1	P2	H
2.2	143.4	Trident RTCFFP2 S	124	235	322	270	170	206	193	222	217	88	47	145	10 lucy	Tester_FTTP_AF	2023_04_28			1	P2	H
2.2	163.2	Trident RTCFFP2 S	195	193	267	162	102	180	200	100	261	282	198	95		Tester_FTTP_AM	2023_04_28		Crash	1	P2	H
2.1	123.2	Trident RTCFFP2 S	229	197	162	123	112	145	82	76					OSHA 8-test	Tester_JG97_AM	2023_07_14		OSHA plus grimace	1	P2	H
1.4	24.5	Trident RTCFFP2 XS	52	26	72	59	36	5.6	64	64						Tester_0029	2023_12_17		OSHA+grimace			
1.7	56.2	Trident RTCFFP2 XS	62	81	56	57	75	60	62	57	62	51	38	42		Tester_0029	2023_12_17	2.5	Crash2.5			
1.7	50.3	Trident RTCFFP2 XS	66	97	64	66	75	65	59	64	59	63	15	46		Tester_0029	2023_12_17	2.5	Crash2.5			
2.8	634.2	TridentRTCFF2S, extended torture test 01-01	1940	472	7840	1590	163	881	876	1230					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.5	327.7	TridentRTCFF2S, extended torture test 01-02	773	110	3170	949	142	455	576	594					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.4	248.6	TridentRTCFF2S, extended torture test 01-03	306	104	850	417	175	204	333	476					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.4	238.3	TridentRTCFF2S, extended torture test 01-04	384	71	1930	480	163	387	325	402					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.3	203.7	TridentRTCFF2S, extended torture test 01-05	515	85	915	566	88	293	256	248					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.3	201.5	TridentRTCFF2S, extended torture test 01-06	353	96	2840	527	91	251	197	241					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.2	172.2	TridentRTCFF2S, extended torture test 01-07	295	60	998	410	146	168	171	232					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
2.2	153	TridentRTCFF2S, extended torture test 01-08	247	50	922	387	90	219	195	265					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
1.5	34	TridentRTCFF2S, extended torture test 01-09	637	116	69	207	39	16	11	37					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	2	P2	H
1.6	39.9	Trident RTCFFP2 regular	68	19	75	79	29	64	60	20	61	71	21	78		Tester_CA	2023_05_26		CrashUM	1	P2	H
1.8	65.4	Trident RTCFFP2 regular	84	63	101	69	54	61	61	50	57	95	70	57	ambient 8k (wildfire)	Tester_FTTP_AM	2023_06_14		Crash	1	P2	H
2.4	249.4	Trident RTCFFP2 regular	233	226	313	364	213	164	249	241	445	291	266	198		Tester_NOMS_AM	2023_07_05	2	CrashFTTP-like, improvised spacers	1	P2	H
2.3	208.9	Trident RTCFFP2 regular	163	235	254	309	142	163	335	195	189	163	247	320		Tester_NOMS_AM	2023_07_31	2	CrashFTTP-like, improvised spacers	1	P2	H
2.3	204.7	Trident RTCFFP2 regular	168	140	313	226	179	311	282	216	203	196	197	172		Tester_NOMS_AM	2023_07_09	2	CrashFTTP-like, improvised spacers	1	P2	H
2.3	190.9	Trident RTCFFP2 regular	362	143	287	77	146	271	271	166	284	318	157	300		Tester_NOMS_AM	2023_07_31	2	CrashFTTP-like, improvised spacers	1	P2	H
2.2	150.9	Trident RTCFFP2 regular	154	90	173	99	147	256	235	124	181	225	104	292		Tester_NOMS_AM	2023_07_30	2	CrashFTTP-like, improvised spacers	1	P2	H
2.2	146.7	Trident RTCFFP2 regular	249	89	200	211	148	261	108	101	263	229	84	143		Tester_NOMS_AM	2023_08_05	2	CrashFTTP-like, improvised spacers	1	P2	H
2.1	115.7	Trident RTCFFP2 regular	133	82	149	144	93	122	133	85	148	149	118	98		Tester_NOMS_AM	2023_07_30	2	CrashFTTP-like, improvised spacers	1	P2	H
2	103.6	Trident RTCFFP2 regular	93	84	69	101	95	122	127	142	76	135	105	197		Tester_NOMS_AM	2023_07_09	2	CrashFTTP-like, improvised spacers	1	P2	H
1.6	39.9	Trident RTCFFP2 regular	68	19	75	79	29	64	60	20	61	71	21	78	Tester_CA	Tester_CA	2023_05_27			1	P2	H
1.8	66.7	Trident RTCFFP2 regular	107	40	86	84	28	94	179	99						Tester_0029	2023_12_17		OSHA+grimace			
1.7	47.3	Trident RTCFFP2 XS	22	47	80	190										Tester_CA_4F_K	2023_06_01		CrashUMshort	1	P2	H
1.9	72.8	Trident RTCFFP2 XS	56	76	84	83										Tester_CA_4M	2023_05_22		CrashUMshort	1	P2	H
1.4	25.6	Trident RTCFFP2 XS	22	24	31	27									Used X2	Tester_CA_4M	2023_06_15		CrashUMshort	1	P2	H
2.1	125.7	Trident RTCFFP2 XS	119	100	157	142										Tester_CA_5M_R	2023_06_11		CrashUMshort	1	P2	H
1.4	27	Trident RTCFFP2 XS	27													Tester_FIG_3F	2023_06_11			1	P2	H
1.7	55.4	Trident RTCFFP2 XS	43	53	69	59	72	60	41	46	74	52	54	67	ambient	Tester_FTTP_AF	2023_03_15			1	P2	H
1.7	46.1	Trident RTCFFP2 XS	45	72	72	34	63	41	58	50	37	40	34		100k candle	Tester_FTTP_AF	2023_03_14			1	P2	H
1.5	28.8	Trident RTCFFP2 XS	40	40	28	31	26	35	18	24	30	32			6k ambient	Tester_FTTP_AF	2023_03_14			1	P2	H
2.1	134.9	Trident RTCFFP2 XS	204	176	249	125	171	129	96	105	71	158	170	154	water vapor 6E5	Tester_FTTP_AM	2023_03_14		Crash	1	P2	H
2	103.5	Trident RTCFFP2 XS	49	153	243	132									1) Singing 2) Head turning 3) Looking up and looking down 4) Jaw Rotation Silent	Tester_FTTP_AM	2023_04_12		Crash	1	P2	H
1.9	88.8	Trident RTCFFP2 XS	96	140	140	104	118	44	46	98	152	116	190	58	water vapor 1E5	Tester_FTTP_AM	2023_03_15		Crash	1	P2	H
1.9	77.6	Trident RTCFFP2 XS	97	69	138	118	113	67	113	132	60	62	40	62		Tester_FTTP_AM	2023_04_14		Crash	1	P2	H
1.8	64.4	Trident RTCFFP2 XS	103	88	57	77	88	53	65	40	60	67	58	66		Tester_FTTP_AM	2023_04_14		Crash	1	P2	H
1.8	59.2	Trident RTCFFP2 XS	46	57	49	72	65	64	87	44	80	56	71	51	amb	Tester_FTTP_AM	2023_03_15		Crash	1	P2	H
1.7	53.7	Trident RTCFFP2 XS	80	154	158	130	122	145	54	35	18	22	73	73		Tester_FTTP_AM	2023_04_28		Crash	1	P2	H
1.5	32.1	Trident RTCFFP2 XS	49	33	27	37	35	42	38	32	35	26	25	24	ambient	Tester_FTTP_AM	2023_03_15		Crash	1	P2	H
1.5	31.5	Trident RTCFFP2 XS	39	30	45	28	21	46	36	27	37	25	30	34	amb	Tester_FTTP_AM	2023_03_14		Crash	1	P2	H
2	100.1	Trident RTCFFP2 XXL	117	71	179	106	74	137	127	68	116	93	98	108	N95mode seal integrity factor was over 0.995.	Tester_FTTP_AM	2023_09_26	2.5	Crash2.5	1	P2	H
2	97.8	Trident RTCFFP2 XXL	140	118	74	67	135	146	112	78	117	71	95	106	N95mode seal integrity factor was over 0.995.	Tester_FTTP_AM	2023_09_26	2.5	Crash2.5	1	P2	H
1.9	75.7	Trident RTCFFP2 XXL	69	74	48	145	77	64	65	115	138	70	96	55	N95mode seal integrity factor was over 0.995.	Tester_FTTP_AM	2023_09_26	2.5	Crash2.5	1	P2	H
2.8	637.6	ttpid: F6Q7 (stapled head strap wellbefore)	1660	718	636	1010	715	582	509	480	755	554	591	439	New mask for this run, probed higher spot this time	Tester_0026	2023_12_15	2.5	Crash2.5			
0	0.9	unconnected, post-test (control)	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1	1	1	1		Tester_FTTP_AM	2023_08_03		Crash	3		
1.1	13.5	Uvex silvair 4200 (ffp2)	37	44	36	21	8.8	13	12	15	10	8.5	11	8.6	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	1	FFP2	H
1.1	11.4	uvex silvair 4200 (ffp2)	16	11	14	13	16	13	13	10	6.6	14	8.2	11		Tester_FTTP_AM	2023_02_26		Crash	1	FFP2	H
0.3	1.9	Virtue Code cloth mask	1.5	1.7	1.8	2.2	2.2	2.6	2.4	2	1.8	1.8	1.7	1.9		Tester_FTTP_AM			CrashUM	1		E
0.2	1.7	Virtue Code cloth mask	1.5	1.7	1.7	1.6	1.7	1.6	1.7	1.7	1.7	1.7	1.9	1.7		Tester_FTTP_AM			CrashUM	1		E
2.7	470.1	VitacoreCAN99model9500	505	561	205	567	544	760	522	662	683	590	468	308	straps worn in regular position. I am a bit shocked! How can this fit so well without foam??	Tester_0020_AF	2023_10_29			1	FFP3, N95	H
2.2	149.5	VitacoreCAN99model9500	44	58	90	123	127	455	906	619	496	577	334	648		Tester_0021_AM	2023_10_28	2.5	Crash2.5	1	FFP3, N95	H
1.3	21.1	VitacoreCAN99model9500	460	175	150	198	202	549	175	12	9.6	9	7.3	9.8		Tester_0021_AM	2023_10_28	2.5	Crash2.5	1	FFP3, N95	H
3.7	4559.5	VitacoreCAN99model9500	10200	5150	4960	5780	3860	2590	6460	4740	4810	5460	7370	2340		Tester_0026	2023_12_02	2.5	Crash2.5	1	FFP3	H
3.5	3014.8	VitacoreCAN99model9500	2610	2720	7400	2350	3230	3310	2330	3240	3140	2400	4800	2660		Tester_0026	2023_12_02	2.5	Crash2.5	1	FFP3	H
2.9	740	VitacoreCAN99model9500	3072	2830	2128	2183	290	2711	2691	110	2857	3406	3532	2485	subject unknown, seal integrity: .995+	Tester_CA	2023_11_10	2.5	Crash2.5	1	FFP3, N95	H
2.7	560.4	VitacoreCAN99model9500	2149	334	3348	2147	258	231	3081	275	951	2092	310	3746		Tester_CA	2023_06_23			1	FFP3, N95	H
2.7	456.2	VitacoreCAN99model9500	3827	234	408	2606	325	4790	499	288	1200	1664	223	235		Tester_CA	2023_06_23			1	FFP3, N95	H
2.6	400.4	VitacoreCAN99model9500	1750	160	1707	938	148	1227	1656	174	1316	758	222	1007		Tester_CA	2023_06_23			1	FFP3, N95	H
2.2	149.9	VitacoreCAN99model9500	3585	201	672	1387	196	152	156	213	48	90	220	75		Tester_CA	2023_06_23			1	FFP3, N95	H
0.9	8.3	VitacoreCAN99model9500	9.3	5.2	841	1150	1060	824	1180	25	4.4	3.5	3.3	3.5	single probe no strainer	Tester_FTTP_AF	2023_01_25			1	FFP3, N95	H
0.9	7.3	VitacoreCAN99model9500	34	40	43	19	20	15	9.9	50	999000	2.2	2.5	2.4	single probe no strainer, probe stuck on chin at e9	Tester_FTTP_AF	2023_06_27			1	FFP3, N95	H
2.2	156.5	VitacoreCAN99model9500	2460	255	225	223	191	79	177	128	135	158	226	72		Tester_FTTP_AM	2023_06_30	2	Crash2.0	1	FFP3, N95	H
2.1	132.4	VitacoreCAN99model9500	1670	1110	627	214	1010	173	769	72	93	66	62	53		Tester_FTTP_AM	2023_06_30	2	Crash2.0	1	FFP3, N95	H
1.3	20.5	VitacoreCAN99model9500	782	111	94	24	32	19	13	15	18	16	13	10		Tester_FTTP_AM	2023_06_30	2.5	Crash2.5	1	FFP3, N95	H
1.2	15.8	VitacoreCAN99model9500	126	42	61	23	9.3	26	16	12	14	13	14	6.4	single probe no strainer	Tester_FTTP_AM			CrashUM	1	FFP3, N95	H
1.1	13.4	VitacoreCAN99model9500	1150	46	18	15	17	13	11	10	15	11	10	6.1		Tester_FTTP_AM	2023_06_30	3	Crash3	1	FFP3, N95	H
1	9.1	VitacoreCAN99model9500	603	27	14	10	8	9.5	8	9.5	7.9	5.5	6.4	5.3		Tester_FTTP_AM	2023_06_30	3	Crash3	1	FFP3, N95	H
0.9	8.1	VitacoreCAN99model9500	760	40	5.8	7.7	5.1	10	6.1	8.3	10	6.6	5.9	6.3		Tester_FTTP_AM	2023_06_30	2.5	Crash2.5	1	FFP3, N95	H
0.9	7.3	VitacoreCAN99model9500	18	18	7.1	4.6	9.6	8.5	6.2	7.1	4	10	4.9	9.5	standing, reading phone, tying shoes	Tester_FTTP_AM	2023_01_13		CrashUM	1	FFP3, N95	H
1.2	17.7	VitacoreCAN99model9500 extended torture test 01-01	2330	345	96	49	18	24	19	24	7	7.8	13	9.6		Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.9	8.8	VitacoreCAN99model9500 extended torture test 01-02	8	9.8	9.9	9	7.4	8.4	8.3	8.8	8.6	21	7.7	7	ex10 water buildup starts, tubes swapped	Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.8	6.5	VitacoreCAN99model9500 extended torture test 01-03	7.3	6.9	8.1	8.8	6.3	8.1	7.4	7.3	5.7	6.4	4.4	4.7		Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.8	6	VitacoreCAN99model9500 extended torture test 01-04	5.1	11	4.6	6.5	6.4	7.2	6.3	7.5	8.8	6.9	3.1	6		Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.7	5.1	VitacoreCAN99model9500 extended torture test 01-05	6.5	5.1	4.6	4.2	4.2	5.4	6.1	4.2	6.6	4.1	5.6	6	tubes swapped	Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.7	5.6	VitacoreCAN99model9500 extended torture test 01-06	5.3	5.8	4.8	4.1	6.2	6.8	5.4	6.8	4.7	5.5	7.1	6.1		Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.7	5.1	VitacoreCAN99model9500 extended torture test 01-07	6.9	4.7	5.3	5.2	6.1	5.7	5.7	5.7	4.4	4	4.7	4.6	alc cartridge changed	Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.8	6.3	VitacoreCAN99model9500 extended torture test 01-08	6.7	4.9	7.2	6	5.1	5.2	6.1	6.9	7.9	6.6	6.7	7.7		Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
0.9	8.7	VitacoreCAN99model9500 extended torture test 01-09	6800	2470	19	7.4	7.7	5.5	4.9	8.4	13	11	4.2	7	nosewire fixed at ex1 speech at ex3	Tester_FTTP_AM	2023_06_23		Crash	2	FFP3, N95	H
1.3	21	VitacoreCAN99model9500 extended torture test 02-01	7	8.3	11	194	447	95	79	70	99	151	12	14	single probe no strainer	Tester_FTTP_AM	2023_06_27		Crash	2	FFP3, N95	H
1.1	13.4	VitacoreCAN99model9500 extended torture test 02-02	21	28	27	8.2	9	7	36						single probe no strainer	Tester_FTTP_AM	2023_06_27		Crash	2	FFP3, N95	H
1.6	37	VitacoreCAN99model9500 extended torture test 03-01	759	354	300	61	21	22	26	76	73	36	15	21	anti stick strainer	Tester_FTTP_AF	2023_06_27			2	FFP3, N95	H
1.2	14.9	VitacoreCAN99model9500 extended torture test 03-02	20	11	43	41	44	25	12	21	12	10	9.1	7.6	anti stick strainer	Tester_FTTP_AF	2023_06_27			2	FFP3, N95	H
1.1	11.5	VitacoreCAN99model9500 extended torture test 03-03	16	13	9.3	9.8									anti stick strainer	Tester_FTTP_AF	2023_06_27			2	FFP3, N95	H
0.8	6.7	Vitacore CAN99e regular	316	4.6	3.7	3.1	8.1	12	15	5.9	7.3	7.4	6.9	8		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1		E
0.7	5.2	Vitacore CAN99e regular	21	8.4	5	4.7	4.6	5.8	3.6	6.5	6.8	6.5	4	2.8		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1		E
0.5	3.2	Vitacore CAN99e regular	13	2.9	3.9	2.7	2.6	3.5	2.6	2.8	3.2	3.1	3.2	3.1		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1		E
0.4	2.3	Vitacore CAN99e regular	73	2.6	3.1	3.8	2.4	1.8	1.7	1.8	2.1	2.5	1.6	1.6		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1		E
0.9	8.1	Vitacore CAN99e small	21	10	15	29	9.4	9.5	11	7.1	9.5	8.9	4.2	3		Tester_FTTP_AF	2023_08_11	2.5	Crash2.5	1		E
0.7	4.8	Vitacore CAN99e small	200	6.9	7.6	8.6	3.5	3.3	3.7	4.2	3.8	4.2	3.9	3.9		Tester_FTTP_AF	2023_08_11	2.5	Crash2.5	1		E
0.4	2.7	Vitacore CAN99e small	2.9	2.6	2.8	2.7	2.4									Tester_FTTP_AF	2023_08_11	2.5	Crash2.5	1		E
1.4	24.9	Vitacore CAN99e small, Extended test01	56	42	63	42	40	60	47	17	28	10	12	17		Tester_FTTP_AM	2023_08_11	2.5	Crash2.5	2		E
0.9	8.5	Vitacore CAN99e small, Extended test02	13	12	10	12	14	9.4	9.3	9	9	6.8	4.6	5.3		Tester_FTTP_AM	2023_08_11	2.5	Crash2.5	2		E
0.9	7.1	Vitacore CAN99e small, Extended test03	7.9	6.5											dislodge at ex2	Tester_FTTP_AM	2023_08_11	2.5	Crash2.5	2		E
0.5	3.5	Vogmask Organic Cotton Medium, used	6.2	4.6	5.1	4.6	6.7	4.1	3.1	3.6	2.1	2.2	3.4	2.4		Tester_0022_AF	2023_11_25	2.5	Crash2.5	1		E
1.3	20	Weldots Fender	175	83	52	91	20	64	21	5.3	5.5	107	31	36		Tester_FTTP_AM			CrashUM	1		H
0.9	8.4	Wellbefore 3D Pro(earloop)	10	9.8	6.7	14	13	7.8	20	2.5	9.2	19	9.4	13	ex8 head tilt	Tester_FTTP_AM	2023_03_10		Crash	1	KN95	E
0.8	6.2	Wellbefore 3D Pro(earloop)	2.9	5.6	5.8	7.5	5.9	10	6.6	9.9	9.2	5.6	6.1	7	default tightness	Tester_FTTP_AM			CrashUM	1	KN95	E
0.8	6	Wellbefore 3D Pro(earloop)	6.3	5.1	5.8	6.4	11	5.7	5.8	5.9	6.5	6.6	4.8	5.4		Tester_FTTP_AM	2023_03_08		Crash	1	KN95	E
0.7	5.5	Wellbefore 3D Pro(earloop)	9	5.3	5	4.5	3.7	5.3	5.6	6.1	5.6	6.1	6.5	5.5		Tester_FTTP_AM	2023_03_08		Crash	1	KN95	E
2.2	149.5	Wellbefore Stapled Head Band KN95	142	410	494	547	375	142	123	91	165	112	81	93		Tester_FTTP_AF	2023_05_16			1	KN95	H
2	112.1	Wellbefore Stapled Head Band KN95	454	86	124	156	57	107	80	113	153	81	144	213	ex 5 Journey Don't Stop Believing	Tester_FTTP_AF	2023_05_16			1	KN95	H
1.9	75.2	Wellbefore Stapled Head Band KN95	93	99	93	121	46	48	75	90	91	68	76	72		Tester_FTTP_AF	2023_05_26			1	KN95	H
1.8	60.4	Wellbefore Stapled Head Band KN95	169	189	164	136	149	168	25	39	65	33	41	39	04 up and down, 06 side to side, ex 7 lucy in the sky with diamonds	Tester_FTTP_AF	2023_05_16			1	KN95	H
1.7	52.2	Wellbefore Stapled Head Band KN95	32	33	40	50	75	70	61	67	68	65	50	71		Tester_FTTP_AF	2023_05_26			1	KN95	H
1.4	25.1	Wellbefore Stapled Head Band KN95	234	227	196	66	94	20	26	14	13	19	17	11	fitted higher on nose at start	Tester_FTTP_AM	2023_05_26		Crash	1	KN95	H
2.6	402.5	Wellbefore Stapled Head Band KN95	345	295	432	534	432	358	458	354	481	450	353	479		Tester_NOMS_AM	2023_07_05	2	CrashFTTP-like, improvised spacers	6	KN95	H
2.2	171.3	Wellbefore Stapled Head Band KN95	207	141	216	229	167	246	82	233	173	222	131	214		Tester_NOMS_AM	2023_07_19	2	CrashFTTP-like, improvised spacers	6	KN95	H
2.2	152.1	Wellbefore Stapled Head Band KN95	185	87	146	190	118	337	210	92	223	124	162	245		Tester_NOMS_AM	2023_08_01	2	CrashFTTP-like, improvised spacers	1	KN95	H
2.1	127.4	Wellbefore Stapled Head Band KN95	163	87	169	216	91	172	186	76	173	191	69	193		Tester_NOMS_AM	2023_08_01	2	CrashFTTP-like, improvised spacers	1	KN95	H
2.8	658.8	Wellbefore Stapled Head Band KN95	925	547	428	799	842	348	916	578	862	855	1000	664	Very little space inside mask-- lip possibly touching edge of inner probe	Tester_0026	2023_12_15	2.5	Crash2.5			
1.4	27	Wellbefore Stapled Head Band KN95, extended torture test 01	220	102	89	48	25	24	36	37	24	19	13	11	qnft cheater-friendly mask - probe goes close to lips - you have to "decide" to not block the port	Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
1.2	15.8	Wellbefore Stapled Head Band KN95, extended torture test 02	20	17	23	27	20	8.4	10	11	14	30	24	16		Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
1.2	15.4	Wellbefore Stapled Head Band KN95, extended torture test 03	18	15	21	18	11	20	14	30	19	12	15	9.3		Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
1.1	12.5	Wellbefore Stapled Head Band KN95, extended torture test 04	10	12	8.4	7.8	10	20	17	19	23	11	14	17		Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
1.1	13.1	Wellbefore Stapled Head Band KN95, extended torture test 05	12	9.5	13	13	27	21	18	17	11	19	7.3	11		Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
1.4	25.7	Wellbefore Stapled Head Band KN95, extended torture test 06	251	88	12	30	23	16	24	32						Tester_FTTP_AM	2023_05_06		Crash	2	KN95	H
0.7	5.1	Yichita n95 Bifold	8.7	9.2	13	6	3.3	3.8	4.5	4.5	5.4	4.2	3.9	4.8		Tester_FTTP_AM	2023_01_11		CrashUM	1	N95	H
2.1	122.1	Zagor 8250 default tension	92	74	120	98	75	199	181	212	142	170	133	159	FLAGGED - salt score inflation 0.02g/mL	Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP2	H
1.6	43.9	Zagor 8250 default tension	38	34	82	93	39	60	14	76	65	63	69	46		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP2	H
1.6	37.4	Zagor 8250 default tension	45	30	41	54	38	29	29	38	40	42	39	38		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP2	H
1.2	16.3	Zagor 8350 default tension (defective batch)	16	19	22	26	22	23	15	17	8.6	13	12	21		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
1.2	15.7	Zagor 8350 default tension (defective batch)	29	22	14	12	18	14	14	10	20	18	15	17		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
1.1	13	Zagor 8350 default tension (defective batch)	7.5	11	23	15	13	19	14	13	16	15	9.8	13		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
1.1	12.9	Zagor 8350 default tension (defective batch)	18	13	21	9.7	9.9	18	16	14	15	7.9	15	10		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
0.3	1.9	Zekler1502ML	128	5.6	1.4	1.1	2	1.1	1.9	2.8	1.1	1.9	2.4	2.1		Tester_0022_AF	2023_10_30	2.5	Crash2.5	1	FFP2	H
1.4	27	Zekler1502ML	19	30	31	49	37	111	39	33	25	17	16	19		Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	FFP2	H
3	983.3	Zekler1502ML	599	773	716	970	1810	1310	1340	1250	1550	1920	496	1300	salt 0.02g/mL	Tester_FTTP_AM	2023_08_14	2.5	Crash2.5	1	FFP2	H
2.5	303.4	Zekler1502ML	463	176	457	341	320	585	203	247	264	254	351	452		Tester_FTTP_AM	2023_07_28	2.5	Crash2.5	1	FFP2	H
2.4	273.3	Zekler1502ML	1100	77	156	293	485	541	469	266	363	430	370	384		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP2	H
2.1	122	Zekler1502ML	225	22	492	427	39	399	257	192	668	476	936	455		Tester_FTTP_AM	2023_07_28	2.5	Crash2.5	1	FFP2	H
2.5	304.5	Zekler1502small	375	221	1072	400	200	207	395						Both straps overhead, not stapled at chin, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	FFP2	H
2.4	258.3	Zekler1502small	293	148	404	276	278	227	354						Both straps overhead, not stapled at chin, test 3	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	FFP2	H
2.4	230.5	Zekler1502small	372	117	453	263	165	210	435						Both straps overhead, not stapled at chin, test 1	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	FFP2	H
2.1	125.2	Zekler1502small	109	117	142	151	72	167	215							Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	FFP2	H
2.5	295.3	Zekler1502small	913	212	643	617	106	332	256	312	1120	1100	180	211		Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	FFP2	H
2	99	Zekler1502small	501	572	482	916	119	842	1260	33	102	89	30	52		Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	FFP2	H
2.9	861.4	Zekler1502small	1600	393	1930	1130	2440	1300	283	917	1950	4920	441	1750		Tester_FTTP_AM	2023_07_25	2.5	Crash2.5	1	FFP2	H
2.8	699.8	Zekler1502small	3040	225	4070	1050	321	2320	2060						interrupted - device service	Tester_FTTP_AM	2023_07_25	2.5	Crash2.5	1	FFP2	H
